,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_usd,employee_residence,remote_ratio,company_location,company_size,salary_category,job_category,continent,salary_usd_ppp
498,2025,Mid,Full-time,Data Analyst,189600,USD,189600,US,100,US,M,High,Data Analyst,North America,189600.0
499,2025,Mid,Full-time,Data Analyst,90300,USD,90300,US,100,US,M,Medium,Data Analyst,North America,90300.0
528,2025,Mid,Full-time,Research Scientist,350000,USD,350000,US,0,US,M,High,Research Scientist,North America,350000.0
529,2025,Mid,Full-time,Research Scientist,150000,USD,150000,US,0,US,M,High,Research Scientist,North America,150000.0
534,2025,Senior,Full-time,Business Intelligence Specialist,139360,USD,139360,US,100,US,M,High,Analytics/BI,North America,139360.0
535,2025,Senior,Full-time,Business Intelligence Specialist,86840,USD,86840,US,100,US,M,Medium,Analytics/BI,North America,86840.0
546,2025,Mid,Full-time,Research Scientist,350000,USD,350000,US,0,US,M,High,Research Scientist,North America,350000.0
547,2025,Mid,Full-time,Research Scientist,150000,USD,150000,US,0,US,M,High,Research Scientist,North America,150000.0
603,2025,Senior,Full-time,Data Manager,130000,USD,130000,US,0,US,M,High,Data Leadership,North America,130000.0
604,2025,Senior,Full-time,Data Manager,100000,USD,100000,US,0,US,M,High,Data Leadership,North America,100000.0
607,2025,Senior,Full-time,Computer Vision Engineer,251000,USD,251000,US,0,US,M,High,Other data role,North America,251000.0
608,2025,Senior,Full-time,Computer Vision Engineer,170200,USD,170200,US,0,US,M,High,Other data role,North America,170200.0
615,2025,Senior,Full-time,Data Scientist,160000,USD,160000,US,0,US,M,High,Data Scientist,North America,160000.0
616,2025,Senior,Full-time,Data Scientist,125000,USD,125000,US,0,US,M,High,Data Scientist,North America,125000.0
617,2025,Senior,Full-time,Data Architect,344300,USD,344300,US,100,US,M,High,Data Architect,North America,344300.0
618,2025,Senior,Full-time,Data Architect,206100,USD,206100,US,100,US,M,High,Data Architect,North America,206100.0
619,2025,Senior,Full-time,Machine Learning Engineer,218900,USD,218900,US,100,US,M,High,ML/AI Engineer,North America,218900.0
620,2025,Senior,Full-time,Machine Learning Engineer,186065,USD,186065,US,100,US,M,High,ML/AI Engineer,North America,186065.0
623,2025,Junior,Full-time,Data Engineer,113630,USD,113630,AU,0,AU,M,High,Data Engineer,Oceania,125501.93531115988
624,2025,Junior,Full-time,Data Engineer,104969,USD,104969,AU,0,AU,M,High,Data Engineer,Oceania,115936.04371800706
625,2025,Senior,Full-time,Data Engineer,205000,USD,205000,US,100,US,M,High,Data Engineer,North America,205000.0
626,2025,Senior,Full-time,Data Engineer,120000,USD,120000,US,100,US,M,High,Data Engineer,North America,120000.0
627,2025,Mid,Full-time,Data Engineer,125000,USD,125000,US,0,US,M,High,Data Engineer,North America,125000.0
628,2025,Mid,Full-time,Data Engineer,100000,USD,100000,US,0,US,M,High,Data Engineer,North America,100000.0
629,2025,Mid,Full-time,Data Engineer,78000,USD,78000,US,0,US,M,Medium,Data Engineer,North America,78000.0
630,2025,Mid,Full-time,Data Engineer,72000,USD,72000,US,0,US,M,Medium,Data Engineer,North America,72000.0
631,2025,Junior,Full-time,Data Engineer,55000,EUR,57894,DE,0,DE,M,Medium,Data Engineer,Europe,72162.84457279282
632,2025,Junior,Full-time,Data Engineer,50000,EUR,52631,DE,0,DE,M,Medium,Data Engineer,Europe,65602.69929026598
633,2025,Mid,Full-time,Data Engineer,160000,USD,160000,US,0,US,M,High,Data Engineer,North America,160000.0
634,2025,Mid,Full-time,Data Engineer,125000,USD,125000,US,0,US,M,High,Data Engineer,North America,125000.0
635,2025,Senior,Full-time,Data Engineer,139217,USD,139217,US,0,US,M,High,Data Engineer,North America,139217.0
636,2025,Senior,Full-time,Data Engineer,119079,USD,119079,US,0,US,M,High,Data Engineer,North America,119079.0
637,2025,Senior,Full-time,Data Engineer,216000,USD,216000,US,0,US,M,High,Data Engineer,North America,216000.0
638,2025,Senior,Full-time,Data Engineer,135000,USD,135000,US,0,US,M,High,Data Engineer,North America,135000.0
639,2025,Mid,Full-time,Data Engineer,123000,USD,123000,US,0,US,M,High,Data Engineer,North America,123000.0
640,2025,Mid,Full-time,Data Engineer,90000,USD,90000,US,0,US,M,Medium,Data Engineer,North America,90000.0
641,2025,Senior,Full-time,Data Engineer,213850,USD,213850,US,100,US,M,High,Data Engineer,North America,213850.0
642,2025,Senior,Full-time,Data Engineer,136800,USD,136800,US,100,US,M,High,Data Engineer,North America,136800.0
643,2025,Senior,Full-time,Data Engineer,165000,USD,165000,US,100,US,M,High,Data Engineer,North America,165000.0
644,2025,Senior,Full-time,Data Engineer,150000,USD,150000,US,100,US,M,High,Data Engineer,North America,150000.0
657,2025,Senior,Full-time,Machine Learning Engineer,324000,USD,324000,US,0,US,M,High,ML/AI Engineer,North America,324000.0
658,2025,Senior,Full-time,Machine Learning Engineer,159000,USD,159000,US,0,US,M,High,ML/AI Engineer,North America,159000.0
659,2025,Senior,Full-time,Machine Learning Engineer,250000,USD,250000,US,0,US,M,High,ML/AI Engineer,North America,250000.0
660,2025,Senior,Full-time,Machine Learning Engineer,218368,USD,218368,US,0,US,M,High,ML/AI Engineer,North America,218368.0
661,2025,Senior,Full-time,Machine Learning Engineer,250000,USD,250000,US,0,US,M,High,ML/AI Engineer,North America,250000.0
662,2025,Senior,Full-time,Machine Learning Engineer,218368,USD,218368,US,0,US,M,High,ML/AI Engineer,North America,218368.0
663,2025,Senior,Full-time,Machine Learning Engineer,255000,USD,255000,US,0,US,M,High,ML/AI Engineer,North America,255000.0
664,2025,Senior,Full-time,Machine Learning Engineer,204000,USD,204000,US,0,US,M,High,ML/AI Engineer,North America,204000.0
665,2025,Senior,Full-time,Machine Learning Engineer,211200,USD,211200,US,0,US,M,High,ML/AI Engineer,North America,211200.0
666,2025,Senior,Full-time,Machine Learning Engineer,153600,USD,153600,US,0,US,M,High,ML/AI Engineer,North America,153600.0
667,2025,Senior,Full-time,Machine Learning Engineer,211200,USD,211200,US,0,US,M,High,ML/AI Engineer,North America,211200.0
668,2025,Senior,Full-time,Machine Learning Engineer,153600,USD,153600,US,0,US,M,High,ML/AI Engineer,North America,153600.0
669,2025,Senior,Full-time,Machine Learning Scientist,199000,USD,199000,US,100,US,M,High,Research Scientist,North America,199000.0
670,2025,Senior,Full-time,Machine Learning Scientist,159200,USD,159200,US,100,US,M,High,Research Scientist,North America,159200.0
671,2025,Senior,Full-time,Machine Learning Scientist,218700,USD,218700,US,100,US,M,High,Research Scientist,North America,218700.0
672,2025,Senior,Full-time,Machine Learning Scientist,131200,USD,131200,US,100,US,M,High,Research Scientist,North America,131200.0
685,2025,Senior,Full-time,Business Intelligence Engineer,114586,USD,114586,US,0,US,M,High,Analytics/BI,North America,114586.0
686,2025,Senior,Full-time,Business Intelligence Engineer,107570,USD,107570,US,0,US,M,High,Analytics/BI,North America,107570.0
701,2025,Mid,Full-time,Analytics Engineer,160000,USD,160000,US,0,US,M,High,Analytics/BI,North America,160000.0
702,2025,Mid,Full-time,Analytics Engineer,130000,USD,130000,US,0,US,M,High,Analytics/BI,North America,130000.0
703,2025,Executive,Full-time,Data Modeler,210000,USD,210000,US,0,US,M,High,Data Governance/Specialist,North America,210000.0
704,2025,Executive,Full-time,Data Modeler,122500,USD,122500,US,0,US,M,High,Data Governance/Specialist,North America,122500.0
707,2025,Senior,Full-time,Data Analyst,149880,USD,149880,US,0,US,M,High,Data Analyst,North America,149880.0
708,2025,Senior,Full-time,Data Analyst,64974,USD,64974,US,0,US,M,Medium,Data Analyst,North America,64974.0
709,2025,Mid,Full-time,Data Analyst,150000,USD,150000,US,0,US,M,High,Data Analyst,North America,150000.0
710,2025,Mid,Full-time,Data Analyst,135000,USD,135000,US,0,US,M,High,Data Analyst,North America,135000.0
711,2025,Senior,Full-time,Data Analyst,128000,USD,128000,US,0,US,M,High,Data Analyst,North America,128000.0
712,2025,Senior,Full-time,Data Analyst,115000,USD,115000,US,0,US,M,High,Data Analyst,North America,115000.0
713,2025,Senior,Full-time,Data Analyst,179000,USD,179000,US,0,US,M,High,Data Analyst,North America,179000.0
714,2025,Senior,Full-time,Data Analyst,112000,USD,112000,US,0,US,M,High,Data Analyst,North America,112000.0
715,2025,Mid,Full-time,Data Analyst,75000,USD,75000,US,100,US,M,Medium,Data Analyst,North America,75000.0
716,2025,Mid,Full-time,Data Analyst,55000,USD,55000,US,100,US,M,Medium,Data Analyst,North America,55000.0
717,2025,Junior,Full-time,Data Analysis,47900,USD,47900,US,0,US,M,Low,Other data role,North America,47900.0
718,2025,Junior,Full-time,Data Analysis,46600,USD,46600,US,0,US,M,Low,Other data role,North America,46600.0
719,2025,Mid,Full-time,Data Analyst,74402,USD,74402,US,0,US,M,Medium,Data Analyst,North America,74402.0
720,2025,Mid,Full-time,Data Analyst,52000,USD,52000,US,0,US,M,Medium,Data Analyst,North America,52000.0
721,2025,Senior,Full-time,Data Analyst,166000,USD,166000,US,0,US,M,High,Data Analyst,North America,166000.0
722,2025,Senior,Full-time,Data Analyst,166000,USD,166000,US,0,US,M,High,Data Analyst,North America,166000.0
723,2025,Mid,Full-time,Data Analyst,87360,USD,87360,US,0,US,M,Medium,Data Analyst,North America,87360.0
724,2025,Mid,Full-time,Data Analyst,58240,USD,58240,US,0,US,M,Medium,Data Analyst,North America,58240.0
725,2025,Mid,Full-time,Data Analyst,124000,USD,124000,US,0,US,M,High,Data Analyst,North America,124000.0
726,2025,Mid,Full-time,Data Analyst,105400,USD,105400,US,0,US,M,High,Data Analyst,North America,105400.0
727,2025,Senior,Full-time,Data Analyst,148000,USD,148000,US,0,US,M,High,Data Analyst,North America,148000.0
728,2025,Senior,Full-time,Data Analyst,148000,USD,148000,US,0,US,M,High,Data Analyst,North America,148000.0
729,2025,Senior,Full-time,Data Analyst,183500,USD,183500,US,0,US,M,High,Data Analyst,North America,183500.0
730,2025,Senior,Full-time,Data Analyst,89400,USD,89400,US,0,US,M,Medium,Data Analyst,North America,89400.0
731,2025,Senior,Full-time,Data Analyst,124000,USD,124000,US,0,US,M,High,Data Analyst,North America,124000.0
732,2025,Senior,Full-time,Data Analyst,124000,USD,124000,US,0,US,M,High,Data Analyst,North America,124000.0
739,2025,Senior,Full-time,Data Scientist,196900,USD,196900,US,0,US,M,High,Data Scientist,North America,196900.0
740,2025,Senior,Full-time,Data Scientist,178286,USD,178286,US,0,US,M,High,Data Scientist,North America,178286.0
741,2025,Senior,Full-time,Data Scientist,185000,USD,185000,US,100,US,M,High,Data Scientist,North America,185000.0
742,2025,Senior,Full-time,Data Scientist,148000,USD,148000,US,100,US,M,High,Data Scientist,North America,148000.0
743,2025,Senior,Full-time,Data Scientist,190000,USD,190000,US,100,US,M,High,Data Scientist,North America,190000.0
744,2025,Senior,Full-time,Data Scientist,140000,USD,140000,US,100,US,M,High,Data Scientist,North America,140000.0
745,2025,Senior,Full-time,Data Scientist,217000,USD,217000,US,100,US,M,High,Data Scientist,North America,217000.0
746,2025,Senior,Full-time,Data Scientist,195000,USD,195000,US,100,US,M,High,Data Scientist,North America,195000.0
747,2025,Senior,Full-time,Data Scientist,190000,USD,190000,US,100,US,M,High,Data Scientist,North America,190000.0
748,2025,Senior,Full-time,Data Scientist,175000,USD,175000,US,100,US,M,High,Data Scientist,North America,175000.0
749,2025,Senior,Full-time,Data Scientist,170000,USD,170000,US,0,US,M,High,Data Scientist,North America,170000.0
750,2025,Senior,Full-time,Data Scientist,170000,USD,170000,US,0,US,M,High,Data Scientist,North America,170000.0
751,2025,Senior,Full-time,Data Scientist,60000,EUR,63157,LT,0,LT,M,Medium,Data Scientist,Europe,108915.35635716385
752,2025,Senior,Full-time,Data Scientist,45000,EUR,47368,LT,0,LT,M,Low,Data Scientist,Europe,81686.94839726614
753,2025,Mid,Full-time,Data Scientist,68100,EUR,71684,IE,0,IE,M,Medium,Data Scientist,Europe,84483.78634826046
754,2025,Mid,Full-time,Data Scientist,57900,EUR,60947,IE,0,IE,M,Medium,Data Scientist,Europe,71829.6039083677
755,2025,Senior,Full-time,Data Scientist,170000,USD,170000,US,0,US,M,High,Data Scientist,North America,170000.0
756,2025,Senior,Full-time,Data Scientist,170000,USD,170000,US,0,US,M,High,Data Scientist,North America,170000.0
763,2025,Senior,Full-time,Data Engineer,195500,USD,195500,US,0,US,M,High,Data Engineer,North America,195500.0
764,2025,Senior,Full-time,Data Engineer,122400,USD,122400,US,0,US,M,High,Data Engineer,North America,122400.0
841,2025,Senior,Full-time,Data Engineer,189750,USD,189750,US,100,US,M,High,Data Engineer,North America,189750.0
842,2025,Senior,Full-time,Data Engineer,93750,USD,93750,US,100,US,M,Medium,Data Engineer,North America,93750.0
843,2025,Senior,Full-time,Data Engineer,220700,USD,220700,US,0,US,M,High,Data Engineer,North America,220700.0
844,2025,Senior,Full-time,Data Engineer,175800,USD,175800,US,0,US,M,High,Data Engineer,North America,175800.0
899,2025,Mid,Full-time,Analytics Manager,143626,USD,143626,US,100,US,M,High,Data Leadership,North America,143626.0
900,2025,Mid,Full-time,Analytics Manager,119689,USD,119689,US,100,US,M,High,Data Leadership,North America,119689.0
901,2025,Mid,Full-time,Analytics Manager,140146,CAD,100104,CA,100,CA,M,High,Data Leadership,North America,119960.57959396912
902,2025,Mid,Full-time,Analytics Manager,116788,CAD,83420,CA,100,CA,M,Medium,Data Leadership,North America,99967.14966164093
917,2025,Senior,Full-time,Data Governance Lead,200000,USD,200000,US,0,US,M,High,Data Leadership,North America,200000.0
918,2025,Senior,Full-time,Data Governance Lead,25000,USD,25000,US,0,US,M,Low,Data Leadership,North America,25000.0
919,2025,Senior,Full-time,Data Governance Analyst,138000,USD,138000,US,0,US,M,High,Data Governance/Specialist,North America,138000.0
920,2025,Senior,Full-time,Data Governance Analyst,86000,USD,86000,US,0,US,M,Medium,Data Governance/Specialist,North America,86000.0
923,2025,Mid,Full-time,Data Analyst,99000,USD,99000,US,100,US,M,Medium,Data Analyst,North America,99000.0
924,2025,Mid,Full-time,Data Analyst,55100,USD,55100,US,100,US,M,Medium,Data Analyst,North America,55100.0
927,2025,Mid,Full-time,Data Product Manager,220600,USD,220600,US,0,US,M,High,Data Leadership,North America,220600.0
928,2025,Mid,Full-time,Data Product Manager,132400,USD,132400,US,0,US,M,High,Data Leadership,North America,132400.0
937,2025,Senior,Full-time,Data Scientist,133840,USD,133840,US,0,US,M,High,Data Scientist,North America,133840.0
938,2025,Senior,Full-time,Data Scientist,120460,USD,120460,US,0,US,M,High,Data Scientist,North America,120460.0
939,2025,Senior,Full-time,Data Manager,187800,USD,187800,US,0,US,M,High,Data Leadership,North America,187800.0
940,2025,Senior,Full-time,Data Manager,112700,USD,112700,US,0,US,M,High,Data Leadership,North America,112700.0
941,2025,Senior,Full-time,Data Engineer,151360,USD,151360,US,0,US,M,High,Data Engineer,North America,151360.0
942,2025,Senior,Full-time,Data Engineer,100906,USD,100906,US,0,US,M,High,Data Engineer,North America,100906.0
943,2025,Mid,Full-time,Data Engineer,116200,USD,116200,US,100,US,M,High,Data Engineer,North America,116200.0
944,2025,Mid,Full-time,Data Engineer,93000,USD,93000,US,100,US,M,Medium,Data Engineer,North America,93000.0
945,2025,Mid,Full-time,Data Engineer,118000,USD,118000,US,100,US,M,High,Data Engineer,North America,118000.0
946,2025,Mid,Full-time,Data Engineer,74000,USD,74000,US,100,US,M,Medium,Data Engineer,North America,74000.0
947,2025,Senior,Full-time,Data Engineer,165000,USD,165000,US,0,US,M,High,Data Engineer,North America,165000.0
948,2025,Senior,Full-time,Data Engineer,145000,USD,145000,US,0,US,M,High,Data Engineer,North America,145000.0
949,2025,Senior,Full-time,Data Engineer,199500,USD,199500,US,0,US,M,High,Data Engineer,North America,199500.0
950,2025,Senior,Full-time,Data Engineer,97500,USD,97500,US,0,US,M,Medium,Data Engineer,North America,97500.0
953,2025,Senior,Full-time,Database Administrator,111132,USD,111132,US,0,US,M,High,Other data role,North America,111132.0
954,2025,Senior,Full-time,Database Administrator,84000,USD,84000,US,0,US,M,Medium,Other data role,North America,84000.0
975,2025,Mid,Full-time,Data Engineer,49200,EUR,51789,SK,0,SK,M,Medium,Data Engineer,Europe,89464.63197892152
976,2025,Mid,Full-time,Data Engineer,28800,EUR,30315,SK,0,SK,M,Low,Data Engineer,Europe,52368.655862075066
977,2025,Mid,Full-time,Data Scientist,173300,USD,173300,US,0,US,M,High,Data Scientist,North America,173300.0
978,2025,Mid,Full-time,Data Scientist,86700,USD,86700,US,0,US,M,Medium,Data Scientist,North America,86700.0
987,2025,Senior,Full-time,AI Scientist,189175,USD,189175,US,100,US,M,High,Data Scientist,North America,189175.0
988,2025,Senior,Full-time,AI Scientist,104650,USD,104650,US,100,US,M,High,Data Scientist,North America,104650.0
989,2025,Senior,Full-time,Machine Learning Engineer,203900,USD,203900,US,0,US,M,High,ML/AI Engineer,North America,203900.0
990,2025,Senior,Full-time,Machine Learning Engineer,138900,USD,138900,US,0,US,M,High,ML/AI Engineer,North America,138900.0
991,2025,Senior,Full-time,Data Analyst,165600,USD,165600,US,0,US,M,High,Data Analyst,North America,165600.0
992,2025,Senior,Full-time,Data Analyst,90100,USD,90100,US,0,US,M,Medium,Data Analyst,North America,90100.0
993,2025,Mid,Full-time,Data Analyst,45000,GBP,56962,GB,0,GB,M,Medium,Data Analyst,Europe,63888.71249506628
994,2025,Mid,Full-time,Data Analyst,40000,GBP,50632,GB,0,GB,M,Medium,Data Analyst,Europe,56788.969682423296
995,2025,Mid,Full-time,Data Analyst,96000,USD,96000,US,0,US,M,Medium,Data Analyst,North America,96000.0
996,2025,Mid,Full-time,Data Analyst,68000,USD,68000,US,0,US,M,Medium,Data Analyst,North America,68000.0
